"id_usuario","direccion_estacion_origen","direccion_estacion_destino","duracion_recorrido","distancia","dia"
104983,"Acevedo 220 y padilla","Armenia 1525 y Gorriti",753,2723.46936670462,"Miércoles"
4194,"1520 Billinghurst & Mansilla, Lucio Norberto, General","Armenia 1525 y Gorriti",616,1715.9928801573,"Viernes"
162730,"3508 Carcova","Armenia 1525 y Gorriti",351,1073.54493189196,"Martes"
453167,"2939 Cavia","Armenia 1525 y Gorriti",1432,4912.41060213652,"Lunes"
461230,"2875 Moreno","Armenia 1525 y Gorriti",2287,9219.26866138755,"Martes"
499013,"3302 Guardia Vieja & Aguero","Armenia 1525 y Gorriti",1178,4482.21703569935,"Jueves"
162730,"Lavalle & Acuña De Figueroa, Francisco","Armenia 1525 y Gorriti",295,1041.50119499375,"Jueves"
28130,"3051 San Martin De Tours","Armenia 1525 y Gorriti",1037,3344.68635073604,"Jueves"
147903,"Sarandi 1010","México & Lima",918,3364.43670616136,"Miércoles"
440910,"2939 Cavia","Av. Pres. Figueroa Alcorta 2120",535,2151.02994122976,"Sábado"
87265,"Ramos Mejia, Av Dr Jose Maria Vargas& Av. Del Libertador","Av. Pres. Figueroa Alcorta 2120",574,1989.09934124418,"Jueves"
435964,"Ramos Mejia, Av Dr Jose Maria Vargas& Av. Del Libertador","Av. Pres. Figueroa Alcorta 2120",392,1380.92440595695,"Miércoles"
72922,"Av. Pres. Figueroa Alcorta 2120","Av. Pres. Figueroa Alcorta 2120",1658,5658.07035583291,"Lunes"
139050,"Av. Pres. Figueroa Alcorta 2120","Av. Pres. Figueroa Alcorta 2120",1745,5852.53572379265,"Jueves"
375650,"2133 Figueroa Alcorta","Av. Pres. Figueroa Alcorta 2120",1003,3466.65108369941,"Jueves"
456267,"3051 San Martin De Tours","Av. Pres. Figueroa Alcorta 2120",488,1372.08936731331,"Martes"
456267,"3051 San Martin De Tours","Av. Pres. Figueroa Alcorta 2120",637,1858.8730235293,"Lunes"
456267,"3051 San Martin De Tours","Av. Pres. Figueroa Alcorta 2120",605,2384.72064920966,"Jueves"
456267,"3051 San Martin De Tours","Av. Pres. Figueroa Alcorta 2120",679,2478.67591789529,"Martes"
456267,"3051 San Martin De Tours","Av. Pres. Figueroa Alcorta 2120",521,1695.06742832147,"Viernes"
456267,"3051 San Martin De Tours","Av. Pres. Figueroa Alcorta 2120",462,1769.06930681629,"Jueves"
456267,"3051 San Martin De Tours","Av. Pres. Figueroa Alcorta 2120",523,1520.66390998759,"Jueves"
4194,"Santa Fe Av. & Bullrich, Int. Av.","1226 Ecuador & Mansilla, Lucio Norberto, General",788,2945.78475317038,"Martes"
138196,"2000 Vicente Lopez","1226 Ecuador & Mansilla, Lucio Norberto, General",817,2323.5512100933,"Viernes"
198972,"Miller & Monroe","1226 Ecuador & Mansilla, Lucio Norberto, General",2457,10101.3243201451,"Miércoles"
68674,"Guayaquil & Doblas","1226 Ecuador & Mansilla, Lucio Norberto, General",1808,7384.69480322157,"Sábado"
198972,"Av. Del Libertador, 3260","1226 Ecuador & Mansilla, Lucio Norberto, General",1077,3314.66552773394,"Martes"
68674,"141 Jose Maria Moreno","1226 Ecuador & Mansilla, Lucio Norberto, General",2025,7648.4257102129,"Martes"
68674,"141 Jose Maria Moreno","1226 Ecuador & Mansilla, Lucio Norberto, General",2062,6250.42018883008,"Viernes"
68674,"141 Jose Maria Moreno","1226 Ecuador & Mansilla, Lucio Norberto, General",2509,10372.0157341799,"Viernes"
126255,"México & Lima","Moreno & Av Paseo Colon",287,952.400506756385,"Martes"
198972,"Triunvirato Av. & Roosevelt Franklin D. Av.","Moreno & Av Paseo Colon",3715,13104.4013122947,"Domingo"
5625,"Villaflor, Azucena & Dealessi, Pierina","Moreno & Av Paseo Colon",989,2971.19538716442,"Domingo"
75041,"137 Aranguren, Juan F., Dr. & Portugal","Riobamba 1264 & Juncal",1825,6987.00759058637,"Martes"
118813,"2516 Pereyra Lucena","Riobamba 1264 & Juncal",877,2746.60805163569,"Sábado"
17075,"3822 Guemes","Riobamba 1264 & Juncal",942,3359.22454427734,"Viernes"
104983,"Av. Guzman 1100 & Av. Corrientes","Av Guzman 129 & Leiva",266,743.413730690696,"Martes"
545148,"Santa Fe Av. & Dorrego","Av Guzman 129 & Leiva",868,2966.10637607907,"Miércoles"
54366,"Godoy Cruz  3279 y Libertador","Godoy Cruz  3279 y Libertador",2505,7074.67257395426,"Jueves"
118813,"2516 Pereyra Lucena","Godoy Cruz  3279 y Libertador",1199,4298.25514319139,"Martes"
236920,"Salguero, Jeronimo & Mansilla, Lucio Norberto, General","Godoy Cruz  3279 y Libertador",1492,5934.82260911389,"Lunes"
139050,"3508 Carcova","Godoy Cruz  3279 y Libertador",2347,7063.38908086537,"Viernes"
453167,"2939 Cavia","Godoy Cruz  3279 y Libertador",632,2456.89011455203,"Viernes"
562734,"3082 Cabello","Godoy Cruz  3279 y Libertador",1951,7800.04768359326,"Sábado"
83670,"Av. Pres. Figueroa Alcorta 2120","Godoy Cruz  3279 y Libertador",1989,7506.25833670201,"Sábado"
141106,"441 Bulnes & Peron, Juan Domingo, Tte. General","441 Bulnes & Peron, Juan Domingo, Tte. General",1238,3701.13873691492,"Martes"
461230,"Calcena & Avellaneda Av.","2875 Moreno",4219,13361.1317042594,"Sábado"
528274,"383 Blanes, Juan Manuel","2875 Moreno",3846,11535.5467542288,"Lunes"
461230,"3997 TTE. GENERAL JUAN DOMINGO PERON","2875 Moreno",15083,47407.8030902184,"Jueves"
461230,"2875 Moreno","2875 Moreno",1100,3462.20458670157,"Domingo"
139050,"Santa Fe Av. & Bullrich, Int. Av.","Dr Tomas Manuel De  Anchorena &  Jose A. Cabrera",1699,5992.40301394247,"Domingo"
547685,"519 Pasteur","Dr Tomas Manuel De  Anchorena &  Jose A. Cabrera",465,1810.18345108896,"Martes"
547685,"Yerbal 1290","Dr Tomas Manuel De  Anchorena &  Jose A. Cabrera",1569,5160.97412599095,"Viernes"
547685,"Bruno Giordano&Neuquen","Dr Tomas Manuel De  Anchorena &  Jose A. Cabrera",1109,4521.31704655993,"Lunes"
15397,"Dr Tomas Manuel De  Anchorena &  Jose A. Cabrera","Dr Tomas Manuel De  Anchorena &  Jose A. Cabrera",2526,7832.12896971575,"Sábado"
58419,"394 Rawson & Potosi","Dr Tomas Manuel De  Anchorena &  Jose A. Cabrera",946,3189.96621770267,"Jueves"
58419,"394 Rawson & Potosi","Dr Tomas Manuel De  Anchorena &  Jose A. Cabrera",954,2657.24207849125,"Viernes"
368835,"F.J.Santamaria de Oro & Guatemala","Dr Tomas Manuel De  Anchorena &  Jose A. Cabrera",1321,3795.36995811698,"Martes"
185822,"Cerrito 990 y Av. Marcelo T. De Alvear","3302 Guardia Vieja & Aguero",1112,4165.75114193579,"Sábado"
147903,"153 Perdriel","3302 Guardia Vieja & Aguero",1804,6726.4740527116,"Domingo"
192965,"Maza y don Bosco","3302 Guardia Vieja & Aguero",747,2614.49031339143,"Martes"
192965,"Av. Patricias Argentinas & Estivao","3302 Guardia Vieja & Aguero",1566,6375.0860988046,"Lunes"
147903,"1413 Araoz & Gorriti CABA","3302 Guardia Vieja & Aguero",1853,5358.49353185784,"Sábado"
2978,"Uriburu Jose E., Pres. & Paraguay","3302 Guardia Vieja & Aguero",677,2092.57755526859,"Viernes"
191140,"684 Boulogne Sur Mer & Tucuman","3302 Guardia Vieja & Aguero",3388,13479.6763723975,"Domingo"
2978,"684 Boulogne Sur Mer & Tucuman","3302 Guardia Vieja & Aguero",309,1262.89764804436,"Miércoles"
92007,"925 Yatay& Humahuaca","3302 Guardia Vieja & Aguero",951,3025.32594406803,"Domingo"
157976,"Dr Tomas Manuel De  Anchorena &  Jose A. Cabrera","3302 Guardia Vieja & Aguero",1828,5596.67743472253,"Jueves"
499013,"Riobamba 1264 & Juncal","3302 Guardia Vieja & Aguero",1114,3256.23169607069,"Lunes"
138196,"Juncal & Salguero, Jeronimo","Lavalle & Acuña De Figueroa, Francisco",886,2648.25918287711,"Jueves"
325550,"Cevallos, Virrey& Yrigoyen, Hipolito Av.","Cevallos, Virrey& Yrigoyen, Hipolito Av.",2084,7707.24444509122,"Sábado"
3075,"Machaca Guemes 350","Cevallos, Virrey& Yrigoyen, Hipolito Av.",1798,5855.67815846169,"Sábado"
3075,"Machaca Guemes 350","Cevallos, Virrey& Yrigoyen, Hipolito Av.",2143,8512.82819164691,"Lunes"
147903,"Maza y don Bosco","Cevallos, Virrey& Yrigoyen, Hipolito Av.",897,3605.00663731752,"Martes"
106429,"1619 Brandsen","Cevallos, Virrey& Yrigoyen, Hipolito Av.",2101,7781.54703688568,"Jueves"
5625,"3084 Agrelo","Cevallos, Virrey& Yrigoyen, Hipolito Av.",1637,4652.06657855241,"Domingo"
77022,"Peña & Azcuenaga","Cevallos, Virrey& Yrigoyen, Hipolito Av.",1146,4512.40182612091,"Sábado"
17678,"Avenida Juan de Garay 1050","Cevallos, Virrey& Yrigoyen, Hipolito Av.",2222,8536.60461281284,"Sábado"
55708,"Cordoba Av. & Montevideo","Cevallos, Virrey& Yrigoyen, Hipolito Av.",422,1302.41702625386,"Viernes"
7658,"3912 Humahuaca","Cevallos, Virrey& Yrigoyen, Hipolito Av.",1799,6250.29547001468,"Jueves"
204183,"Av. Rivadavia & Del Barco Centenera","Cevallos, Virrey& Yrigoyen, Hipolito Av.",1224,4812.76048405562,"Lunes"
3075,"367 Sanchez De Thompson, Mariquita","Cevallos, Virrey& Yrigoyen, Hipolito Av.",1749,6219.97797149525,"Domingo"
162730,"684 Boulogne Sur Mer & Tucuman","1520 Billinghurst & Mansilla, Lucio Norberto, General",666,2150.15002466971,"Miércoles"
168442,"Guatemala 4773","1520 Billinghurst & Mansilla, Lucio Norberto, General",2215,7661.88634753861,"Sábado"
68674,"141 Jose Maria Moreno","1520 Billinghurst & Mansilla, Lucio Norberto, General",1641,6625.80528927889,"Sábado"
389205,"Suipacha & Viamonte, 709","Reconquista 76 & Cordoba Av.",2935,9419.60441765291,"Viernes"
506924,"Della Paolera 297, Carlos M. & Av. Leandro N. Alem","Reconquista 76 & Cordoba Av.",1595,6259.43950944121,"Lunes"
553979,"Av. Patricias Argentinas & Estivao","Av. Patricias Argentinas & Estivao",328,1070.46403850998,"Domingo"
93324,"Av. Patricias Argentinas & Estivao","Av. Patricias Argentinas & Estivao",340,1373.23037036953,"Miércoles"
92007,"803 José Marmol","Av. Patricias Argentinas & Estivao",951,3054.70647846038,"Martes"
77505,"1785 Espinosa","Av. Patricias Argentinas & Estivao",2805,8794.03139705634,"Miércoles"
31344,"1471 Cucha Cucha","Av. Patricias Argentinas & Estivao",620,1938.57396590627,"Jueves"
273779,"1355 San Martin Av.","Av. Patricias Argentinas & Estivao",912,2745.46678592451,"Miércoles"
18095,"Santa Fe Av. & Bullrich, Int. Av.","Juncal & Salguero, Jeronimo",1059,3828.21301079724,"Lunes"
28130,"Uriburu Jose E., Pres. & Paraguay","Juncal & Salguero, Jeronimo",780,3044.59221490348,"Miércoles"
138196,"3508 Carcova","Juncal & Salguero, Jeronimo",753,2472.61710184199,"Jueves"
138196,"Parana & Juncal","Juncal & Salguero, Jeronimo",1097,4379.54075074845,"Jueves"
138196,"Parana & Juncal","Juncal & Salguero, Jeronimo",1325,4171.66160588547,"Viernes"
138196,"Parana & Juncal","Juncal & Salguero, Jeronimo",1320,4003.20538525314,"Miércoles"
138196,"Parana & Juncal","Juncal & Salguero, Jeronimo",1173,4031.41895777856,"Lunes"
138196,"Parana & Juncal","Juncal & Salguero, Jeronimo",1504,5956.73120637528,"Jueves"
66179,"3050 Ugarteche","Juncal & Salguero, Jeronimo",328,1049.85183610633,"Viernes"
138196,"Zapiola & Dorrego","Juncal & Salguero, Jeronimo",1552,4740.05980752926,"Viernes"
317330,"2000 Vicente Lopez","3082 Cabello",919,3166.41359055486,"Martes"
131827,"3508 Carcova","3082 Cabello",472,1385.91113353614,"Lunes"
506924,"o´higins 1327","3082 Cabello",2047,7853.13955132183,"Sábado"
2978,"Av. Patricias Argentinas & Estivao","141 Jose Maria Moreno",703,2851.88504382936,"Domingo"
75041,"4300 Yrigoyen, Hipolito Av.","141 Jose Maria Moreno",2957,11715.6353250744,"Jueves"
26663,"519 Pasteur","780 Malabia & Loyola",1167,3988.65060231183,"Jueves"
26663,"394 Rawson & Potosi","780 Malabia & Loyola",886,3000.42735776967,"Martes"
138196,"Cordoba Av. & Montevideo","780 Malabia & Loyola",1595,5796.47030472471,"Viernes"
26663,"Ayacucho 595","780 Malabia & Loyola",1210,4472.97168135992,"Lunes"
26663,"Ayacucho 595","780 Malabia & Loyola",1328,4711.10992298151,"Viernes"
85126,"1078 Gurruchaga","780 Malabia & Loyola",865,3571.87661638535,"Lunes"
26663,"561 Uruguay & Av. Tucuman","780 Malabia & Loyola",1869,5846.84056686917,"Miércoles"
26663,"561 Uruguay & Av. Tucuman","780 Malabia & Loyola",1676,5551.00143247594,"Miércoles"
26663,"561 Uruguay & Av. Tucuman","780 Malabia & Loyola",1476,4380.77739004511,"Miércoles"
28130,"3051 San Martin De Tours","Pres. José Evaristo Uriburu 987",1075,3378.35051477466,"Viernes"
6135,"Ing. E. Butty 291","Pres. José Evaristo Uriburu 987",1238,3649.05779012026,"Lunes"
168650,"Guemes 3330 & Coronel Diaz","2300 Diaz, Cnel. Av. & French",961,3564.40417133498,"Domingo"
51766,"Manso Juana & De La Barra, Emma","2300 Diaz, Cnel. Av. & French",1593,5344.15904842608,"Jueves"
499013,"1520 Billinghurst & Mansilla, Lucio Norberto, General","2300 Diaz, Cnel. Av. & French",324,1110.43993451167,"Lunes"
138697,"3302 Guardia Vieja & Aguero","2300 Diaz, Cnel. Av. & French",1469,4612.27790945106,"Martes"
7777,"3082 Cabello","2300 Diaz, Cnel. Av. & French",7087,20597.6299259666,"Lunes"
66179,"3082 Cabello","2300 Diaz, Cnel. Av. & French",3137,11146.8916393086,"Martes"
499013,"Lavalle & Acuña De Figueroa, Francisco","2300 Diaz, Cnel. Av. & French",654,2473.87060159235,"Jueves"
28130,"3051 San Martin De Tours","2300 Diaz, Cnel. Av. & French",365,1481.13471111477,"Domingo"
147903,"3084 Agrelo","Ayacucho 595",969,3383.59374116505,"Jueves"
147903,"2080 Austria","Ayacucho 595",442,1438.27005844408,"Lunes"
7658,"Av. Gaona 2200","3912 Humahuaca",1989,5664.79718080373,"Martes"
155082,"80 Larrea","3912 Humahuaca",933,3080.78033869291,"Viernes"
155082,"80 Larrea","3912 Humahuaca",721,2699.76597761334,"Sábado"
155082,"925 Yatay& Humahuaca","3912 Humahuaca",330,995.604940253543,"Miércoles"
7658,"3912 Humahuaca","3912 Humahuaca",3790,15202.6065897953,"Miércoles"
7658,"3912 Humahuaca","3912 Humahuaca",2940,10188.2806227659,"Domingo"
155082,"Madero, Eduardo Av. & Peron, Juan Domingo, Tte. General","3912 Humahuaca",2010,5859.15569657421,"Lunes"
499013,"Culpina 121","3912 Humahuaca",1696,6626.3116206146,"Jueves"
7658,"Cerrito & Arenales","3912 Humahuaca",1317,4452.72616368602,"Viernes"
204183,"Cevallos, Virrey& Yrigoyen, Hipolito Av.","803 José Marmol",1271,4246.69764101175,"Lunes"
147903,"Marcelo T. de Alvear & Rodriguez Peña","Bartolome Mitre & Av. Puyrredon",1076,3719.36851931193,"Sábado"
198972,"Santa Fe Av. & Bullrich, Int. Av.","Figueroa Alcorta, Pres. Av. & Dorrego Av.",449,1642.50031316284,"Jueves"
4194,"Santa Fe Av. & Bullrich, Int. Av.","Figueroa Alcorta, Pres. Av. & Dorrego Av.",587,1919.3718114027,"Miércoles"
200434,"2000 Vicente Lopez","Figueroa Alcorta, Pres. Av. & Dorrego Av.",1354,5122.4668754006,"Lunes"
137477,"Salguero, Jeronimo & Mansilla, Lucio Norberto, General","Figueroa Alcorta, Pres. Av. & Dorrego Av.",2360,7366.89826680554,"Martes"
175017,"Figueroa Alcorta, Pres. Av. & Dorrego Av.","Figueroa Alcorta, Pres. Av. & Dorrego Av.",694,2033.8956793906,"Domingo"
139050,"1483 Quinteros, Lidoro J. Av.","Figueroa Alcorta, Pres. Av. & Dorrego Av.",1202,4096.80877828376,"Viernes"
198972,"Triunvirato Av. & Roosevelt Franklin D. Av.","Figueroa Alcorta, Pres. Av. & Dorrego Av.",1786,5250.94022030567,"Lunes"
198972,"Triunvirato Av. & Roosevelt Franklin D. Av.","Figueroa Alcorta, Pres. Av. & Dorrego Av.",2105,7624.68439715384,"Jueves"
198972,"Triunvirato Av. & Roosevelt Franklin D. Av.","Figueroa Alcorta, Pres. Av. & Dorrego Av.",2123,6553.70778852925,"Lunes"
198972,"Triunvirato Av. & Roosevelt Franklin D. Av.","Figueroa Alcorta, Pres. Av. & Dorrego Av.",2038,7484.86193204169,"Viernes"
198972,"Triunvirato Av. & Roosevelt Franklin D. Av.","Figueroa Alcorta, Pres. Av. & Dorrego Av.",1985,7643.68640498206,"Jueves"
198972,"Triunvirato Av. & Roosevelt Franklin D. Av.","Figueroa Alcorta, Pres. Av. & Dorrego Av.",1963,6997.75707858531,"Miércoles"
121482,"Av. Pres. Figueroa Alcorta 2120","Figueroa Alcorta, Pres. Av. & Dorrego Av.",762,3159.20098359929,"Lunes"
175017,"F.J.Santamaria de Oro & Guatemala","Figueroa Alcorta, Pres. Av. & Dorrego Av.",1362,4134.76391127915,"Sábado"
51766,"Av. Sarmiento 2601","Maure 1819",757,2956.01750315076,"Martes"
28130,"2939 Cavia","Maure 1819",963,3408.60027621093,"Jueves"
275579,"2300 Diaz, Cnel. Av. & French","Maure 1819",1438,4852.57827614292,"Martes"
453118,"Zapiola & Dorrego","Maure 1819",686,2609.07141692264,"Lunes"
549769,"Sucre, Antonio Jose De, Mcal. Y Vertiz Virrey Av.","Maure 1819",2285,8068.40559512137,"Martes"
598216,"1226 Ecuador & Mansilla, Lucio Norberto, General","Salguero, Jeronimo & Mansilla, Lucio Norberto, General",543,1980.34661262063,"Jueves"
17075,"Salguero, Jeronimo & Mansilla, Lucio Norberto, General","Salguero, Jeronimo & Mansilla, Lucio Norberto, General",322,1086.25338449427,"Viernes"
31344,"Av. Patricias Argentinas & Estivao","Amenabar y Mendoza",1916,7729.57180218719,"Sábado"
121482,"Av. Sarmiento 2601","Amenabar y Mendoza",1461,5930.43911427085,"Viernes"
528383,"GARCIA DEL RIO & PINTO","Amenabar y Mendoza",1662,4748.04595082533,"Martes"
604422,"Fitz Roy & Gorriti","1413 Araoz & Gorriti CABA",559,1849.44149378991,"Jueves"
162730,"3508 Carcova","1413 Araoz & Gorriti CABA",298,959.916583744214,"Sábado"
68674,"608 Doblas & Valle","1413 Araoz & Gorriti CABA",1782,7309.80720553198,"Sábado"
273779,"1355 San Martin Av.","1413 Araoz & Gorriti CABA",2000,5946.24059546428,"Martes"
440910,"Santa Fe Av. & Bullrich, Int. Av.","2939 Cavia",611,1927.29345533201,"Lunes"
28130,"Godoy Cruz  3279 y Libertador","2939 Cavia",432,1359.23098395579,"Jueves"
440910,"2516 Pereyra Lucena","2939 Cavia",515,1991.70154130843,"Sábado"
28130,"Uriburu Jose E., Pres. & Paraguay","2939 Cavia",1478,5169.81998024987,"Viernes"
28130,"Uriburu Jose E., Pres. & Paraguay","2939 Cavia",1091,4471.89977274619,"Jueves"
28130,"Uriburu Jose E., Pres. & Paraguay","2939 Cavia",947,3474.99877263876,"Jueves"
440910,"Av. Sarmiento 2601","2939 Cavia",392,1449.40626349093,"Martes"
28130,"Armenia 1525 y Gorriti","2939 Cavia",1154,3410.50899317876,"Jueves"
440910,"2939 Cavia","2939 Cavia",792,2930.83376812283,"Viernes"
28130,"Juncal & Salguero, Jeronimo","2939 Cavia",2624,9995.16211036179,"Lunes"
28130,"Parana & Juncal","2939 Cavia",3261,9756.56849701675,"Lunes"
440910,"La Pampa 2512 & Ciudad de la Paz","2939 Cavia",2896,8939.38659413511,"Sábado"
28130,"Pres. José Evaristo Uriburu 987","2939 Cavia",1024,3908.89752474096,"Viernes"
28130,"Pres. José Evaristo Uriburu 987","2939 Cavia",922,3465.27324035479,"Miércoles"
28130,"Pres. José Evaristo Uriburu 987","2939 Cavia",996,3562.96216502475,"Miércoles"
28130,"3051 San Martin De Tours","2939 Cavia",3138,11618.7067783321,"Jueves"
175017,"Santa Fe Av. & Bullrich, Int. Av.","2185 Ravignani, Emilio, Dr. & Guatemala",5373,15017.4880432809,"Domingo"
175017,"3508 Carcova","2185 Ravignani, Emilio, Dr. & Guatemala",1649,6414.71363245283,"Miércoles"
175017,"Figueroa Alcorta, Pres. Av. & Dorrego Av.","2185 Ravignani, Emilio, Dr. & Guatemala",1071,3662.96493462869,"Domingo"
175017,"Santa Fe Av. & Dorrego","2185 Ravignani, Emilio, Dr. & Guatemala",610,2198.66595893594,"Sábado"
54366,"Pres. José Evaristo Uriburu 987","2185 Ravignani, Emilio, Dr. & Guatemala",3159,10279.0636379068,"Domingo"
440910,"2001 Donado","2185 Ravignani, Emilio, Dr. & Guatemala",1010,3919.48085665354,"Miércoles"
175017,"Sucre, Antonio Jose De, Mcal. Y Vertiz Virrey Av.","2185 Ravignani, Emilio, Dr. & Guatemala",1175,4845.91792127402,"Miércoles"
367264,"Ramos Mejia, Av Dr Jose Maria Vargas& Av. Del Libertador","Cerrito 990 y Av. Marcelo T. De Alvear",485,1679.38720240555,"Martes"
168650,"2000 Vicente Lopez","3508 Carcova",1324,5003.9858346999,"Domingo"
499013,"3302 Guardia Vieja & Aguero","3508 Carcova",852,3194.28334853534,"Jueves"
162730,"902 Esmeralda","3508 Carcova",1213,4695.8437319638,"Jueves"
5625,"3084 Agrelo","Maza y don Bosco",619,1739.30662747395,"Lunes"
147903,"Pedro Echague 1878 & Combate De Los Pozos","Maza y don Bosco",1125,3197.43019317684,"Domingo"
147903,"2875 Moreno","Maza y don Bosco",1120,3195.29205131241,"Jueves"
139050,"Dr Tomas Manuel De  Anchorena &  Jose A. Cabrera","Maza y don Bosco",1716,5307.01670843021,"Lunes"
461230,"141 Jose Maria Moreno","Maza y don Bosco",1205,4311.59472861489,"Miércoles"
147903,"Bartolome Mitre & Av. Puyrredon","Maza y don Bosco",252,707.967125496361,"Lunes"
461230,"1078 Gurruchaga","Maza y don Bosco",1920,6479.21362891793,"Martes"
574963,"ESMERALDA 516","Av. Pueyrredon & Av. Rivadavia",1545,5299.29855046794,"Martes"
574963,"Adolfo Alsina& Bernardo De Irigoyen","Av. Pueyrredon & Av. Rivadavia",1076,3237.20925524831,"Jueves"
492943,"Ayacucho &Peron, Juan Domingo, Tte. General","Av. Rivadavia & Del Barco Centenera",2578,8695.90812976304,"Lunes"
204183,"Cevallos, Virrey& Yrigoyen, Hipolito Av.","Av. Rivadavia & Del Barco Centenera",1552,4749.05134714209,"Viernes"
204183,"Bernardo Irigoyen 320","Av. Rivadavia & Del Barco Centenera",1781,5986.32715872437,"Miércoles"
204183,"Pellegrini Y Rivadavia Av.","Av. Rivadavia & Del Barco Centenera",1635,6062.45466323162,"Miércoles"
204183,"Pellegrini Y Rivadavia Av.","Av. Rivadavia & Del Barco Centenera",1927,6951.03645624703,"Miércoles"
204183,"Pellegrini Y Rivadavia Av.","Av. Rivadavia & Del Barco Centenera",1629,5611.85019124532,"Lunes"
204183,"Adolfo Alsina& Bernardo De Irigoyen","Av. Rivadavia & Del Barco Centenera",1458,4768.17201880622,"Lunes"
204183,"Adolfo Alsina& Bernardo De Irigoyen","Av. Rivadavia & Del Barco Centenera",3153,8805.91277965965,"Martes"
10594,"Saenz Peña 938, Roque, Pres. Diagonal Norte Av. & Suipacha","Ayacucho &Peron, Juan Domingo, Tte. General",755,2920.76939043505,"Martes"
17075,"Avenida Martin Garcia y Ruy Díaz de Guzmán","Ayacucho &Peron, Juan Domingo, Tte. General",1349,3793.1653329624,"Domingo"
226727,"Reconquista & Corrientes Av.","Ayacucho &Peron, Juan Domingo, Tte. General",577,2310.58009733485,"Jueves"
55708,"Cordoba Av. & Montevideo","Ayacucho &Peron, Juan Domingo, Tte. General",454,1685.61182481353,"Lunes"
55708,"Cordoba Av. & Montevideo","Ayacucho &Peron, Juan Domingo, Tte. General",468,1796.85181840323,"Martes"
55708,"Cordoba Av. & Montevideo","Ayacucho &Peron, Juan Domingo, Tte. General",455,1548.91519386082,"Lunes"
7658,"3912 Humahuaca","Ayacucho &Peron, Juan Domingo, Tte. General",895,2588.94327973636,"Martes"
11917,"Avenida Martin Garcia, 295","Peru  1016",1382,4608.59943796855,"Miércoles"
11917,"Peru  1016","Peru  1016",1799,5847.64188143729,"Martes"
11917,"Peru  1016","Peru  1016",1781,7403.14686597008,"Viernes"
11917,"Estados Unidos 21","Peru  1016",1594,5930.71954931107,"Viernes"
83670,"902 Esmeralda","Peru  1016",1479,5513.17547329721,"Sábado"
11917,"AZOPARDO 700","Peru  1016",1704,5651.87708623707,"Sábado"
453118,"1590 Lavalle","Zapiola & Dorrego",3116,9627.43520110768,"Jueves"
453118,"Maure 1819","Zapiola & Dorrego",581,1708.44137788194,"Jueves"
